@relation 'testdata-weka.filters.unsupervised.attribute.NumericToNominal-R1,20,21,22'

@attribute Khoa {1,2,3,4,5,6}
@attribute DiemDanhHK1 numeric
@attribute GPAHK1 numeric
@attribute TinChiDangKyHK1 numeric
@attribute GPATichLuyHK1 numeric
@attribute DiemDanhHK2 numeric
@attribute TinChiDangKyHK2 numeric
@attribute GPAHK2 numeric
@attribute GPATichLuyHK2 numeric
@attribute DanToc {Kinh,Khac}
@attribute GioiTinh {Nam,Nu}
@attribute QueQuan {Nam,Trung,Bac}
@attribute HonNhan {Chua,Roi}
@attribute DiemThiDaiHocTong numeric
@attribute DiemThiDaiHocToan numeric
@attribute DiemThiDaiHocLy numeric
@attribute DiemThiDaiHocHoa numeric
@attribute DiemThiDaiHocAnh numeric
@attribute DiemThiTHPT numeric
@attribute NamSinh {1993,1994,1995,1996,1997}
@attribute NamTotNghiepCap3 {2013,2014,2015}
@attribute NamNhapHoc {2015}
@attribute NhanTroCapToanPhanHK1 {Co,Khong}
@attribute NhanTroCapToanPhanHK2 {Co,Khong}
@attribute VayHocPhiHK1 {Co,Khong}
@attribute NhanHocBongHK1 {Co,Khong}
@attribute VayHocPhiHK2 {Co,Khong}
@attribute NhanHocBongHK2 {Co,Khong}
@attribute CoHocTiepKhong {Co,Khong}

@data
6,0.947161,0.952243,22,0.952243,0.963302,21,0.988934,0.970162,Khac,Nam,Trung,Chua,22,9.5,9.5,0,3,58,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
1,0.838052,0.817663,22,0.817663,0.892557,15,0.970518,0.879631,Kinh,Nu,Nam,Chua,22,6,7.25,0,8.75,54,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
6,0.960771,0.93587,22,0.93587,0.968101,14,0.925924,0.932002,Khac,Nu,Bac,Chua,22,7,8.75,0,6.25,44.75,1995,2015,2015,Khong,Co,Co,Co,Co,Co,Co
4,0.855483,0.811867,22,0.811867,0.825081,17,0.933605,0.864932,Khac,Nu,Nam,Chua,22,6.25,7.5,8.25,0,46.25,1996,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
5,0.807365,0.931402,22,0.931402,0.836721,20,0.895718,0.91441,Kinh,Nam,Bac,Chua,27,8.25,9,9.75,0,43.75,1995,2015,2015,Co,Co,Co,Co,Co,Co,Co
5,0.947049,0.820198,22,0.820198,0.805301,16,0.824738,0.822109,Kinh,Nam,Nam,Chua,22,7.25,9.25,0,5.5,51.25,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
1,0.872012,0.819404,22,0.819404,0.987352,22,0.834418,0.826911,Kinh,Nam,Nam,Chua,22,10,5,0,7,47,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
6,0.957508,0.885583,22,0.885583,0.894991,14,0.949352,0.910382,Kinh,Nu,Nam,Chua,22,7,5.5,0,9.5,53.25,1996,2015,2015,Khong,Co,Co,Co,Co,Co,Co
2,0.943683,0.81526,22,0.81526,0.968405,20,0.937572,0.873504,Kinh,Nu,Trung,Chua,25.25,9.25,6.5,9.5,0,41.75,1995,2013,2015,Co,Co,Co,Co,Co,Co,Co
1,0.958556,0.939953,22,0.939953,0.827877,15,0.885386,0.917831,Kinh,Nam,Bac,Chua,22,8.75,7.5,0,5.75,48.25,1996,2014,2015,Co,Khong,Co,Co,Co,Co,Co
2,0.984463,0.823911,22,0.823911,0.846187,22,0.952736,0.888323,Kinh,Nam,Trung,Roi,25.25,8.75,7.5,9,0,58,1996,2015,2015,Co,Co,Co,Co,Co,Co,Co
3,0.819341,0.979117,22,0.979117,0.906353,18,0.851818,0.921832,Kinh,Nu,Trung,Chua,22,5.25,5.5,11.25,0,45,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
1,0.928679,0.829865,22,0.829865,0.987665,20,0.954678,0.8893,Kinh,Nam,Trung,Chua,24.5,8.25,6.25,10,0,50,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
4,0.85183,0.882795,22,0.882795,0.839789,15,0.970431,0.918323,Kinh,Nam,Bac,Chua,22,8.5,6.75,6.75,0,56.25,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
6,0.83124,0.914488,22,0.914488,0.865211,22,0.973614,0.944051,Kinh,Nam,Trung,Chua,22,5.75,8.5,7.75,0,50.75,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
2,0.913268,0.827934,22,0.827934,0.896109,18,0.899981,0.860355,Kinh,Nam,Nam,Chua,24.75,6.75,9.25,8.75,0,49.5,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
5,0.907598,0.837452,22,0.837452,0.82588,16,0.83587,0.836786,Kinh,Nam,Trung,Chua,22.25,8.5,6.5,7.25,0,46.5,1995,2015,2015,Co,Co,Co,Co,Co,Co,Co
5,0.807478,0.911917,22,0.911917,0.827591,17,0.85718,0.888057,Kinh,Nam,Bac,Chua,22,6.75,6.5,0,8.75,56.75,1995,2013,2015,Co,Co,Co,Khong,Co,Co,Co
4,0.926866,0.864933,22,0.864933,0.952344,17,0.988256,0.918689,Kinh,Nu,Trung,Chua,22,7.5,6.75,0,7.75,59.75,1996,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
3,0.872743,0.980024,22,0.980024,0.972584,14,0.860306,0.933467,Kinh,Nu,Trung,Chua,22,5,7.75,9.25,0,43.5,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
3,0.833822,0.80638,22,0.80638,0.962329,14,0.832939,0.816709,Kinh,Nam,Nam,Roi,22,5.25,6.25,10.5,0,49.75,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
3,0.995805,0.808257,22,0.808257,0.90836,18,0.842928,0.823859,Kinh,Nam,Bac,Chua,22,7.25,6.5,0,8.25,46,1996,2014,2015,Co,Co,Co,Khong,Co,Co,Co
2,0.802902,0.835168,22,0.835168,0.811172,20,0.990854,0.909304,Kinh,Nam,Bac,Chua,22,10,7,0,5,42,1995,2015,2015,Khong,Co,Co,Co,Co,Co,Co
5,0.99198,0.980935,22,0.980935,0.946469,14,0.842789,0.927211,Kinh,Nam,Bac,Chua,24.5,5.5,9.75,9.25,0,50,1995,2013,2015,Co,Co,Co,Co,Co,Co,Co
1,0.913154,0.917541,22,0.917541,0.852091,14,0.866415,0.897659,Kinh,Nam,Bac,Chua,22,7,8.25,6.75,0,53.25,1996,2015,2015,Khong,Co,Co,Co,Co,Co,Co
1,0.929261,0.9853,22,0.9853,0.924168,18,0.981474,0.983579,Kinh,Nam,Bac,Chua,22,9.25,8,0,4.75,46,1997,2015,2015,Khong,Co,Co,Khong,Co,Co,Co
6,0.892339,0.865272,22,0.865272,0.830768,17,0.976998,0.913973,Kinh,Nam,Bac,Chua,22,5.25,5.75,0,11,49.5,1996,2015,2015,Co,Co,Co,Co,Co,Co,Co
1,0.906197,0.832035,22,0.832035,0.849867,18,0.915395,0.869547,Kinh,Nu,Bac,Chua,22,8.75,7,0,6.25,53.5,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
4,0.960562,0.914559,22,0.914559,0.909808,14,0.816951,0.8766,Kinh,Nam,Bac,Chua,22,7.75,6.75,0,7.5,47.75,1995,2014,2015,Khong,Co,Co,Co,Co,Co,Co
5,0.915286,0.833358,22,0.833358,0.85689,20,0.91006,0.869883,Kinh,Nu,Trung,Chua,22,8.75,9.5,0,3.75,46,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
2,0.88873,0.955119,22,0.955119,0.942326,16,0.855774,0.91329,Kinh,Nam,Nam,Chua,22,9.5,5.75,0,6.75,44.5,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
6,0.870563,0.997892,22,0.997892,0.840682,16,0.906186,0.959279,Khac,Nam,Bac,Chua,22,5.75,6.25,0,10,40.25,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
3,0.969543,0.996725,22,0.996725,0.812651,16,0.87479,0.945384,Kinh,Nu,Trung,Chua,22,6.25,6,9.75,0,56,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
1,0.802185,0.995005,22,0.995005,0.891103,20,0.82729,0.915141,Kinh,Nam,Bac,Chua,22,5,5.75,0,11.25,58.75,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
5,0.808675,0.983963,22,0.983963,0.949764,20,0.95742,0.971323,Kinh,Nam,Trung,Chua,22,6.75,6.5,0,8.75,48.5,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
2,0.847225,0.906312,22,0.906312,0.951541,22,0.857767,0.882039,Kinh,Nam,Bac,Chua,22.25,9.75,5.75,6.75,0,40,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
1,0.807504,0.873821,22,0.873821,0.842386,15,0.850995,0.864567,Kinh,Nu,Nam,Chua,22,6.75,5.5,0,9.75,54.75,1995,2013,2015,Khong,Co,Co,Co,Co,Co,Co
6,0.844784,0.989921,22,0.989921,0.969906,22,0.980331,0.985126,Kinh,Nam,Nam,Chua,23,7.25,7.25,8.5,0,56.25,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
5,0.966211,0.926795,22,0.926795,0.848642,17,0.867681,0.901027,Kinh,Nu,Trung,Chua,22,8,6,0,8,59.25,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
1,0.966314,0.973021,22,0.973021,0.92239,15,0.845567,0.92135,Kinh,Nu,Trung,Chua,22,7.25,8.75,0,6,52.75,1996,2014,2015,Co,Khong,Co,Khong,Co,Co,Co
1,0.974999,0.912099,22,0.912099,0.846708,22,0.821665,0.866882,Kinh,Nam,Nam,Chua,22.25,7.25,7.25,7.75,0,49,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
4,0.945363,0.824838,22,0.824838,0.878271,18,0.934092,0.874002,Kinh,Nam,Trung,Chua,22,6.25,5.5,0,10.25,59,1994,2014,2015,Co,Khong,Co,Co,Co,Co,Co
2,0.856463,0.880109,22,0.880109,0.88523,16,0.867651,0.874864,Kinh,Nam,Trung,Chua,22,8.5,5.75,0,7.75,42.5,1996,2014,2015,Khong,Khong,Co,Co,Co,Co,Co
2,0.845512,0.955038,22,0.955038,0.909673,21,0.915967,0.935957,Kinh,Nam,Bac,Chua,22,5.5,7.5,0,9,47.75,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
6,0.834933,0.90021,22,0.90021,0.956701,18,0.812195,0.860603,Kinh,Nam,Nam,Chua,22,7.25,7.25,7.5,0,47.25,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
6,0.873705,0.824155,22,0.824155,0.826128,20,0.873867,0.847827,Kinh,Nam,Nam,Chua,24,8.5,9.5,6,0,40.25,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
1,0.884186,0.933279,22,0.933279,0.895796,15,0.959461,0.943893,Kinh,Nam,Trung,Chua,24,6.75,9.25,8,0,44.75,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
3,0.91701,0.971641,22,0.971641,0.966975,16,0.931495,0.954737,Kinh,Nam,Trung,Chua,22,5.25,8,0,8.75,59.25,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
1,0.933794,0.964696,22,0.964696,0.801502,19,0.80454,0.890477,Kinh,Nam,Bac,Roi,22,7.75,7,0,7.25,43.75,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
5,0.998532,0.981158,22,0.981158,0.953629,22,0.875454,0.928306,Khac,Nam,Trung,Chua,22,8.25,5.5,8.25,0,41.75,1995,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
6,0.823693,0.906743,22,0.906743,0.880921,21,0.94209,0.924006,Khac,Nam,Trung,Chua,22,5.75,6.25,0,10,58.25,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
4,0.916575,0.965656,22,0.965656,0.817303,22,0.866333,0.915995,Khac,Nam,Bac,Chua,22,6,5.5,0,10.5,48.75,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
5,0.902316,0.820476,22,0.820476,0.806664,18,0.983516,0.893844,Kinh,Nam,Bac,Chua,22,7.25,5,9.75,0,54,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
3,0.998982,0.94261,22,0.94261,0.851524,21,0.880541,0.912298,Kinh,Nam,Trung,Chua,26.25,6.75,9.75,9.75,0,52.5,1996,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
1,0.938077,0.899344,22,0.899344,0.959359,14,0.879279,0.891541,Kinh,Nam,Nam,Chua,22,7,6.25,8.75,0,58.25,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
4,0.962029,0.89432,22,0.89432,0.994626,21,0.812967,0.854589,Khac,Nu,Nam,Chua,22,7,5.5,0,9.5,59,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
3,0.875568,0.800602,22,0.800602,0.983864,22,0.957355,0.878978,Khac,Nam,Nam,Chua,22,7.25,6.5,0,8.25,53,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
3,0.825558,0.829595,22,0.829595,0.821628,19,0.956207,0.888269,Kinh,Nam,Bac,Chua,22,8.5,6,7.5,0,56.5,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
2,0.816884,0.850053,22,0.850053,0.923841,21,0.978364,0.912716,Kinh,Nam,Nam,Chua,22.5,6.75,8.25,7.5,0,42.25,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
4,0.978144,0.89551,22,0.89551,0.896948,14,0.819895,0.866104,Kinh,Nam,Bac,Chua,22.25,5.75,8,8.5,0,55.5,1996,2014,2015,Khong,Khong,Co,Khong,Co,Co,Co
6,0.888766,0.828536,22,0.828536,0.871795,21,0.937716,0.881856,Khac,Nu,Bac,Chua,22,8.75,5.25,0,8,41.5,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
5,0.918219,0.987128,22,0.987128,0.883128,19,0.959907,0.974513,Kinh,Nam,Bac,Chua,24,9,6.25,8.75,0,57.25,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
6,0.941309,0.928052,22,0.928052,0.960965,14,0.933393,0.930129,Kinh,Nu,Trung,Chua,22,9,6.75,0,6.25,52,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
5,0.846197,0.996187,22,0.996187,0.954912,14,0.893144,0.956115,Kinh,Nam,Trung,Chua,22,7.25,7.25,0,7.5,57.5,1995,2013,2015,Khong,Co,Co,Co,Co,Co,Co
6,0.819217,0.882662,22,0.882662,0.900171,15,0.940254,0.90601,Khac,Nu,Nam,Chua,26.75,8,8.75,10,0,47,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
5,0.994664,0.877126,22,0.877126,0.919284,21,0.839652,0.858825,Kinh,Nam,Bac,Chua,22,6.25,6.75,9,0,42.25,1995,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
5,0.972828,0.98278,22,0.98278,0.821375,18,0.847953,0.922108,Kinh,Nam,Nam,Chua,22,7,5.75,9.25,0,50.75,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
2,0.840706,0.829127,22,0.829127,0.880354,22,0.871315,0.850221,Kinh,Nu,Bac,Chua,22,8.75,9,0,4.25,53.5,1997,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
5,0.994274,0.902025,22,0.902025,0.990225,15,0.901796,0.901932,Kinh,Nu,Bac,Chua,22,6,8,8,0,50.5,1996,2015,2015,Khong,Co,Co,Co,Co,Co,Co
6,0.889468,0.951677,22,0.951677,0.90789,22,0.984208,0.967942,Kinh,Nam,Trung,Chua,22,8.25,7.75,0,6,59.5,1996,2014,2015,Co,Khong,Co,Co,Co,Co,Co
1,0.924164,0.833852,22,0.833852,0.928604,19,0.959942,0.892284,Kinh,Nam,Bac,Chua,24.75,9.75,7.25,7.75,0,54,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
5,0.886071,0.900965,22,0.900965,0.899187,18,0.977393,0.935358,Kinh,Nam,Bac,Chua,22,7,5.75,0,9.25,57.5,1996,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
4,0.965994,0.869397,22,0.869397,0.841008,20,0.92734,0.896989,Kinh,Nam,Bac,Chua,22,8,7,0,7,41.25,1996,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
2,0.90991,0.920765,22,0.920765,0.982181,17,0.86467,0.896313,Kinh,Nam,Bac,Chua,25,7.5,8,9.5,0,44.25,1994,2013,2015,Khong,Khong,Co,Co,Co,Co,Co
5,0.911545,0.949575,22,0.949575,0.913704,22,0.838458,0.894016,Kinh,Nu,Trung,Chua,25,9,7,9,0,46.75,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
1,0.925262,0.852175,22,0.852175,0.96579,18,0.897706,0.872664,Kinh,Nam,Bac,Chua,22,7.75,8,0,6.25,49.25,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
5,0.829102,0.904146,22,0.904146,0.918697,20,0.827344,0.867573,Khac,Nu,Nam,Chua,22,6,9,0,7,43.75,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
5,0.939269,0.966552,22,0.966552,0.90371,14,0.839644,0.917199,Kinh,Nu,Nam,Chua,22,8.5,7,6.5,0,43,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
2,0.953215,0.800094,22,0.800094,0.947976,22,0.942713,0.871404,Kinh,Nam,Trung,Chua,22,7,8,0,7,56.75,1996,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
3,0.800182,0.849299,22,0.849299,0.823018,22,0.938735,0.894017,Kinh,Nam,Trung,Chua,22.5,6.25,6.5,9.75,0,55,1996,2015,2015,Co,Co,Co,Khong,Co,Co,Co
6,0.894551,0.963919,22,0.963919,0.992505,22,0.939829,0.951874,Kinh,Nam,Nam,Chua,22,9.75,7.75,0,4.5,55.75,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
1,0.86305,0.900554,22,0.900554,0.976466,15,0.956401,0.923194,Kinh,Nam,Bac,Chua,22,7.75,9.25,0,5,54,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
2,0.918062,0.938778,22,0.938778,0.81509,21,0.868509,0.904461,Kinh,Nam,Bac,Chua,26,8.5,8.5,9,0,55.75,1995,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
2,0.871817,0.913042,22,0.913042,0.819589,15,0.988833,0.943768,Kinh,Nam,Bac,Chua,24.5,9.75,9.5,5.25,0,41,1995,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
1,0.800536,0.918438,22,0.918438,0.98214,21,0.819697,0.870216,Kinh,Nam,Trung,Chua,22,6.75,6.25,0,9,42.25,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
5,0.822582,0.955843,22,0.955843,0.981377,18,0.904547,0.93276,Kinh,Nam,Nam,Chua,22,6,9.75,0,6.25,47.25,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
6,0.897694,0.960787,22,0.960787,0.847662,18,0.945908,0.954092,Kinh,Nam,Nam,Chua,22,9.5,8.75,0,3.75,56.25,1996,2015,2015,Co,Khong,Co,Co,Co,Co,Co
5,0.967743,0.947862,22,0.947862,0.973454,17,0.806383,0.886192,Kinh,Nu,Nam,Chua,22,7.75,7.5,6.75,0,47.25,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
3,0.867089,0.952147,22,0.952147,0.938757,17,0.900765,0.92975,Kinh,Nu,Trung,Chua,22,5.5,8.75,0,7.75,52.75,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
5,0.909917,0.893152,22,0.893152,0.976715,20,0.80797,0.852589,Kinh,Nam,Trung,Chua,22,6.25,8,0,7.75,52.5,1995,2015,2015,Khong,Co,Co,Co,Co,Co,Co
1,0.849432,0.846352,22,0.846352,0.815177,19,0.868287,0.856517,Kinh,Nam,Nam,Chua,24.5,7,8.5,9,0,44.25,1995,2015,2015,Co,Co,Co,Co,Co,Co,Co
3,0.912285,0.804746,22,0.804746,0.900915,20,0.824047,0.813937,Kinh,Nam,Trung,Chua,22,9.75,8.25,0,4,60,1994,2014,2015,Co,Co,Co,Khong,Co,Co,Co
4,0.914767,0.927735,22,0.927735,0.813016,20,0.921249,0.924647,Kinh,Nam,Nam,Chua,22,7.5,7.75,0,6.75,59.5,1995,2013,2015,Khong,Co,Co,Co,Co,Co,Co
3,0.821628,0.937532,22,0.937532,0.830177,14,0.822062,0.892627,Kinh,Nam,Nam,Chua,22,8.75,5.25,0,8,52.5,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
3,0.843638,0.973144,22,0.973144,0.904825,22,0.874838,0.923991,Kinh,Nam,Nam,Chua,24,8.25,9,6.75,0,42.5,1996,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
5,0.994021,0.855008,22,0.855008,0.830727,14,0.842839,0.850276,Kinh,Nam,Nam,Chua,23.75,6.25,9.25,8.25,0,57.25,1997,2015,2015,Khong,Khong,Co,Khong,Co,Co,Co
1,0.872371,0.824779,22,0.824779,0.970124,14,0.917935,0.861006,Kinh,Nam,Trung,Roi,22,5.25,6.5,0,10.25,43.75,1996,2014,2015,Co,Co,Co,Khong,Co,Co,Co
2,0.812567,0.98625,22,0.98625,0.908523,16,0.990547,0.988059,Kinh,Nu,Bac,Chua,22,5.5,8.5,8,0,47,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
6,0.936312,0.839186,22,0.839186,0.896194,21,0.929751,0.883416,Kinh,Nu,Trung,Chua,28,9.25,9.25,9.5,0,48.25,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
1,0.851599,0.816921,22,0.816921,0.813266,22,0.898819,0.85787,Kinh,Nam,Nam,Chua,25.75,9,8.5,8.25,0,59.25,1995,2013,2015,Khong,Co,Co,Co,Co,Co,Co
2,0.908265,0.954597,22,0.954597,0.974729,18,0.931686,0.944287,Kinh,Nam,Trung,Chua,22,6,7.5,8.5,0,41,1997,2015,2015,Co,Co,Co,Co,Co,Co,Co
1,0.913636,0.849826,22,0.849826,0.985336,18,0.964648,0.901496,Kinh,Nu,Bac,Chua,22,6.75,9,0,6.25,50,1995,2013,2015,Khong,Khong,Co,Co,Co,Co,Co
6,0.868969,0.893483,22,0.893483,0.955971,18,0.804472,0.853428,Kinh,Nam,Bac,Chua,22,6.75,7.75,0,7.5,56.5,1997,2015,2015,Khong,Khong,Co,Co,Co,Co,Co
2,0.851243,0.837377,22,0.837377,0.919909,17,0.965706,0.893315,Kinh,Nam,Bac,Chua,22.75,7,6.75,9,0,52.75,1996,2015,2015,Co,Khong,Co,Khong,Co,Co,Co
4,0.938601,0.819199,22,0.819199,0.98484,18,0.975141,0.889373,Kinh,Nam,Trung,Chua,22,7,7.5,0,7.5,49.5,1997,2015,2015,Khong,Co,Co,Co,Co,Co,Co
3,0.951711,0.958492,22,0.958492,0.870263,14,0.921508,0.94411,Kinh,Nam,Bac,Chua,22,9.5,8.75,0,3.75,42.25,1997,2015,2015,Co,Co,Co,Khong,Co,Co,Co
4,0.938041,0.946385,22,0.946385,0.935559,20,0.924807,0.93611,Kinh,Nam,Bac,Chua,22,6.5,6.5,9,0,45.5,1997,2015,2015,Co,Khong,Co,Co,Co,Co,Co
